security_code,name,fullname,market,publisher,index_type,category,base_date,base_point,list_date,weight_rule,desc,exp_date
000123.SH,上证180动态,上证180动态指数,SSE,中证公司,中证主题指数,主题指数,20020628,3299.06,20130208,其他,上证180动态指数以上证180指数所有样本股为样本空间，通过波动率因子和质量因子计算敏感性评分，选取对宏观环境和经济周期变动具有较高风险敞口的90只股票构成。,
000124.SH,100等权,上证100等权重指数,SSE,中证公司,中证策略指数,策略指数,20031231,1000.0,,其他,上证100指数是从上证380指数样本股中选取营业收入增长率和净资产收益率综合排名靠前的100只股票作为指数样本，以突出反映上海市场新兴蓝筹板块内核心投资股票的整体走势。,
000125.SH,上证180稳定,上证180稳定指数,SSE,中证公司,中证主题指数,主题指数,20020628,3299.06,20130208,其他,上证180稳定指数以上证180指数所有样本股为样本空间，通过波动率因子和质量因子计算敏感性评分，选取对宏观环境和经济周期变动具有较低风险敞口的90只股票构成。,
000126.SH,上证消费50,上证消费50指数,SSE,中证公司,中证主题指数,主题指数,20041231,1000.0,20111209,其他,上证消费50指数是以上证全指为样本空间，由过去一年日均总市值和日均成交金额排名靠前的50只可选消费和主要消费公司股票组成，用以反映沪市A股中消费类股票的整体表现。,
000128.SH,380基本,上证380基本面加权指数,SSE,中证公司,中证策略指数,策略指数,20031231,1000.0,20120109,其他,上证380基本面加权指数，是在不改变上证380指数指数样本股的前提下，用以财务指标衡量的基本面价值来分配样本股的权重，在一定程度上打破了样本市值与其权重之间的关联，以避免过多配置高估股票的现象。,
000129.SH,180波动,上证180波动率加权指数,SSE,中证公司,中证策略指数,策略指数,20020628,3299.06,20120109,其他,上证180波动率加权指数是基于上证180指数的风险策略指数，其基本方法是从上证180指数样本股中选取历史波动率最小的100只股票作为样本股，且以历史波动率的倒数作为权重分配依据，以此实现降低整个指数组合波动率(风险)的目的。,
000130.SH,380波动,上证380波动率加权指数,SSE,中证公司,中证策略指数,策略指数,20031231,1000.0,20120109,其他,上证380波动率加权指数是基于上证380指数的风险策略指数，其基本方法是从上证380指数样本股中选取历史波动率最小的100只股票作为样本股，且以历史波动率的倒数作为权重分配依据，以此实现降低整个指数组合波动率(风险)的目的。,
000131.SH,上证高新,上证高新技术企业指数,SSE,中证公司,中证主题指数,主题指数,20110630,1000.0,20120210,其他,上证高新技术企业指数参考国家颁布的《高新技术企业认定管理办法》，从沪市所有高新技术企业中选取近三年研发费用占营业收入比率最高的50家上市公司构成指数样本股，并采用该比率进行加权计算，反映沪市A股高新技术企业的整体走势。,
000132.SH,上证100,上证100指数,SSE,中证公司,中证主题指数,主题指数,20031231,1000.0,20120420,其他,上证100指数是从上证380指数样本股中选取营业收入增长率和净资产收益率综合排名靠前的100只股票作为指数样本，以突出反映上海市场新兴蓝筹板块内核心投资股票的整体走势。,
000133.SH,上证150,上证150指数,SSE,中证公司,中证主题指数,主题指数,20031231,1000.0,20120420,其他,上证150指数是在上证180、上证380指数成份股之外选择营业收入增长率、换手率综合排名前150名的股票作为指数样本，以集中反映潜力蓝筹板块内核心投资股票的整体走势。,
000134.SH,上证银行,上证银行股指数,SSE,中证公司,中证主题指数,主题指数,20071231,1000.0,20120529,其他,上证银行股指数以上证全指中所有银行股作为指数样本股，对个股设置15%的权重上限。该指数从细分行业的角度更加精确地反映银行股的整体表现。,
000135.SH,上证180高贝塔,上证180高贝塔指数,SSE,中证公司,中证策略指数,策略指数,20020628,3299.06,20120806,其他,上证180高贝塔指数以上证180指数为样本空间，根据股票过去一年的贝塔值进行从高到低排名，选取排名靠前的股票作为样本股，并以样本股的贝塔值进行加权。高、低贝塔指数系列可以表征沪市与全市场不同贝塔属性的股票价格变化。,
000136.SH,上证180低贝塔,上证180低贝塔指数,SSE,中证公司,中证策略指数,策略指数,20020628,3299.06,20120806,其他,上证180低贝塔指数以上证180指数为样本空间，根据股票过去一年的贝塔值进行从高到低排名，选取排名靠后的股票作为样本股，并以样本股的贝塔值倒数进行加权。高、低贝塔指数系列可以表征沪市与全市场不同贝塔属性的股票价格变化。,
000137.SH,上证380高贝塔,上证380高贝塔指数,SSE,中证公司,中证策略指数,策略指数,20031231,1000.0,20120806,其他,上证380高贝塔指数以上证380指数为样本空间，根据股票过去一年的贝塔值进行从高到低排名，选取排名靠前的股票作为样本股，并以样本股的贝塔值进行加权。高、低贝塔指数系列可以表征沪市与全市场不同贝塔属性的股票价格变化。,
000138.SH,上证380低贝塔,上证380低贝塔指数,SSE,中证公司,中证策略指数,策略指数,20031231,1000.0,20120806,其他,上证380低贝塔指数以上证380指数为样本空间，根据股票过去一年的贝塔值进行从高到低排名，选取排名靠后的股票作为样本股，并以样本股的贝塔值倒数进行加权。高、低贝塔指数系列可以表征沪市与全市场不同贝塔属性的股票价格变化。,
000139.SH,上证转债,上证可转换债券指数,SSE,上交所,上证债券指数,债券指数,20021231,100.0,20120912,其他,上证可转换债券指数的样本由在上海证券交易所上市的可转换债券组成，以反映上海市场可转换债券的总体表现。,
000140.SH,上证5年国债(净价),上证5年期国债指数(净价),SSE,上交所,上证债券指数,债券指数,20071231,100.0,20120912,其他,上证5年期国债指数的样本由剩余期限4到7年且在上交所挂牌的国债组成。,
000141.SH,上证380动态,上证380动态指数,SSE,中证公司,中证主题指数,主题指数,20031231,1000.0,20130208,其他,上证380动态指数以上证380指数所有样本股为样本空间，通过波动率因子和质量因子计算敏感性评分，选取对宏观环境和经济周期变动具有较高风险敞口的190只股票构成。,
000142.SH,上证380稳定,上证380稳定指数,SSE,中证公司,中证主题指数,主题指数,20031231,1000.0,20130208,其他,上证380稳定指数以上证380指数所有样本股为样本空间，通过波动率因子和质量因子计算敏感性评分，选取对宏观环境和经济周期变动具有较低风险敞口的190只股票构成。,
000145.SH,优势资源,上证优势资源产业指数,SSE,中证公司,中证主题指数,主题指数,20031231,1000.0,20120529,其他,上证优势资源产业指数将属于综合性石油与天然气企业中以采掘为主的企业、煤与消费用燃料、除钢铁之外的金属与采矿行业的股票纳入优势资源主题，用以反映沪市优势资源股票的整体走势。,
000146.SH,优势制造,上证优势制造产业指数,SSE,中证公司,中证主题指数,主题指数,20031231,1000.0,20120529,其他,上证优势制造产业指数将属于航空航天与国防、电气设备、工业机械等行业的股票纳入优势制造主题，用以反映沪市优势制造股票的整体走势。,
000147.SH,优势消费,上证优势消费产业指数,SSE,中证公司,中证主题指数,主题指数,20031231,1000.0,20120529,其他,上证优势消费产业指数将属于饮料、食品、生物科技、制药等行业的股票纳入优势消费主题，用以反映沪市优势消费股票的整体走势。,
000148.SH,消费领先,上证消费服务领先指数,SSE,中证公司,中证主题指数,主题指数,20041231,1000.0,20120529,其他,上证消费服务领先指数侧重对消费服务主题的反映，食品饮料、文教体育用品制造业、医药生物制品、零售业、金融保险业、社会服务业和传播与文化产业等行业的公司均属于消费服务领先主题。为了避免行业和个股权重过于集中，该指数分别对行业和个股设置了20%和5%的权重限制。,
000149.SH,上证180红利,上证180红利指数,SSE,中证公司,中证主题指数,主题指数,20041231,1000.0,20120720,其他,上证180红利指数是在上证180指数样本股中选择股息率最高的30只股票作为指数样本，以反映经典蓝筹板块中高股息率股票的整体表现。,
